,area
0,886.5
1,1295.5
2,1387.0
3,2395.0
4,4560.5
5,819.0
6,2134.0
7,487.0
8,1540.5
9,1113.0
10,1625.0
11,1535.0
12,929.0
13,1895.0
14,1455.0
15,961.0
16,1480.5
17,1406.0
18,741.5
19,1180.5
20,2072.0
21,1707.0
22,1424.0
23,979.5
24,1724.0
25,1129.0
26,1149.5
27,664.0
28,1471.5
29,2822.0
30,1658.0
31,1742.0
32,664.5
33,1567.5
34,1231.5
35,1506.0
36,935.5
37,2125.5
38,758.5
39,633.5
40,1889.0
41,788.5
42,2318.0
43,1582.5
44,2047.5
45,1064.0
46,1563.5
47,1155.0
48,688.0
49,1544.0
50,1891.0
51,976.0
52,1758.0
53,1746.0
54,1150.5
55,1304.5
56,791.5
57,1800.0
58,758.5
59,980.5
60,523.0
61,880.0
62,1043.5
63,1550.5
64,1742.0
65,1787.0
66,1461.0
67,1307.5
68,967.0
69,873.0
70,626.0
71,999.5
72,2188.5
73,346.0
74,1049.0
75,1557.5
76,981.0
77,1088.5
78,665.5
79,1156.5
80,633.5
81,1326.0
82,758.0
83,972.0
84,1767.0
85,2049.5
86,1836.5
87,2285.0
88,908.0
89,1278.0
90,1478.5
91,1280.0
92,1996.5
93,796.0
94,632.0
95,695.0
96,1314.0
97,837.5
98,1286.5
99,2235.5
100,1165.0
101,822.0
102,1613.0
103,625.0
104,549.5
105,970.5
106,1107.0
107,1320.5
108,669.0
109,1743.5
110,2035.0
111,1836.0
112,1482.5
113,1200.0
114,582.0
115,3078.0
116,1324.0
117,2528.0
118,1752.5
119,510.0
120,574.0
121,2952.0
122,2869.0
123,2117.0
124,1043.0
125,1368.0
126,1265.5
127,2704.0
128,868.0
129,1352.5
130,645.0
131,1087.5
132,1658.0
133,1882.0
134,3211.5
135,1674.0
136,1485.0
137,1662.0
138,1825.5
139,1292.0
140,1016.5
141,1644.0
142,2009.5
143,1523.5
144,1616.5
145,825.5
146,1712.0
147,1194.5
148,1001.0
149,1450.5
150,669.5
151,3505.0
152,1908.0
153,903.5
154,2037.5
155,1578.0
156,966.0
157,1213.0
158,1517.5
159,1484.5
160,1569.0
161,557.5
162,1991.0
163,1209.5
164,1206.0
165,1310.5
166,1707.5
167,1552.0
168,727.0
169,1363.5
170,2509.5
171,955.5
172,717.0
173,813.0
174,2107.5
175,1897.5
176,2263.0
177,1966.0
178,1202.0
179,1044.5
180,1850.0
181,1519.0
182,956.0
183,2825.0
184,977.5
185,888.0
186,3484.0
187,1029.5
188,1066.5
189,1230.0
190,983.5
191,490.5
192,717.5
193,1041.5
194,1656.0
195,2194.0
196,1511.5
197,1195.5
198,853.5
199,760.5
200,1725.5
201,946.0
202,1205.5
203,2661.5
204,2137.0
205,1605.0
206,1654.0
207,2779.0
208,847.0
209,673.5
210,653.5
211,2292.0
212,1786.5
213,1775.5
214,1012.0
215,1040.5
216,1086.0
217,902.0
218,943.5
219,1532.0
220,476.0
221,1478.0
222,973.5
223,709.0
224,639.5
225,3415.0
226,1138.0
227,1303.5
228,1262.0
229,1612.5
230,1727.0
231,1102.0
232,1445.5
233,371.0
234,1532.0
235,1171.5
236,1347.5
237,1912.0
238,806.5
239,1047.5
240,1370.5
241,1247.5
242,691.0
243,885.5
244,1828.0
245,702.5
246,1958.0
247,829.5
248,1066.0
249,1193.5
250,1684.5
251,1441.0
252,1051.0
253,994.5
254,1036.0
255,1646.5
256,1555.0
257,912.5
258,1574.5
259,587.5
260,650.5
261,1205.5
262,1745.0
263,1841.0
264,3295.5
265,678.5
266,1039.0
267,1025.5
268,2895.0
269,1554.0
270,1096.0
271,1125.0
272,1551.0
273,1051.5
274,1622.5
275,600.5
276,586.5
277,549.0
278,527.5
279,3422.5
280,920.5
281,1583.5
282,1081.5
283,810.5
284,1333.0
285,946.5
286,997.5
287,1263.5
288,1070.0
289,1215.0
290,1226.5
291,1221.5
292,1506.5
293,776.5
294,1162.0
295,506.5
296,1325.0
297,1615.0
298,1316.0
299,718.0
300,589.5
301,1595.5
302,1571.5
303,1902.5
304,1699.0
305,324.5
306,610.0
307,2206.5
308,806.0
309,974.0
310,1310.5
311,1284.5
312,1627.0
313,740.5
314,1183.5
315,1801.5
316,2112.0
317,1414.5
318,718.0
319,1409.0
320,1164.5
321,653.5
322,808.0
323,1500.5
324,1383.0
325,2125.5
326,1305.5
327,1269.5
328,2577.5
329,1798.0
330,516.0
331,594.5
332,998.5
333,420.0
334,2406.5
335,1007.5
336,875.5
337,1423.5
338,2672.5
339,1327.0
340,2019.5
341,1772.5
342,1550.0
343,1470.0
344,1259.0
345,1217.5
346,1098.5
347,3698.0
348,2476.0
349,990.5
350,2218.5
351,822.5
352,1665.0
353,629.0
354,1806.0
355,1539.5
356,680.5
357,1181.0
358,794.0
359,1040.0
360,2026.0
361,978.0
362,591.0
363,745.0
364,1353.5
365,1859.5
366,1114.5
367,1112.5
368,1331.5
369,1416.5
370,724.5
371,1039.5
372,873.5
373,1559.5
374,1245.5
375,2490.5
376,1553.5
377,1086.5
378,701.5
379,804.0
380,1234.0
381,933.5
382,1356.5
383,793.0
384,1041.5
385,1270.5
386,895.5
387,1425.0
388,1041.0
389,1096.0
390,1938.0
391,1329.5
392,1171.0
393,729.0
394,2124.5
395,1042.0
396,1329.0
397,852.0
398,442.5
399,1838.0
400,1313.5
401,374.5
402,759.5
403,718.5
404,780.0
405,787.5
406,1041.5
407,468.5
408,1569.0
409,3579.0
410,661.5
411,754.0
412,1210.0
413,1667.0
414,1035.0
415,1515.0
416,1635.0
417,940.5
418,698.0
419,1302.0
420,2219.0
421,2030.5
422,1813.0
423,615.0
424,840.0
425,790.0
426,1843.5
427,1388.5
428,651.0
429,2188.0
430,2889.0
431,776.5
432,1457.5
433,821.0
434,1398.0
435,427.0
436,822.5
437,870.0
438,1006.5
439,790.0
440,1239.5
441,1058.0
442,1116.5
443,2458.5
444,1548.5
445,1674.5
446,1633.0
447,558.5
448,1567.0
449,1044.5
450,2263.0
451,1361.5
452,3002.0
453,1624.5
454,1804.0
455,78.5
456,1652.0
457,1675.0
458,1157.5
459,781.5
460,1502.0
461,876.5
462,1141.5
463,852.0
464,1442.0
465,2256.0
466,1040.5
467,1965.5
468,1116.0
469,1790.0
470,1152.0
471,900.0
472,1441.5
473,1629.5
474,1775.0
475,1558.5
476,1634.5
477,1396.0
478,1263.0
479,2255.5
480,1591.0
481,1062.5
482,1745.5
483,951.0
484,1171.5
485,1555.0
486,625.0
487,1633.0
488,812.5
489,1644.0
490,1512.0
491,558.0
492,957.5
493,926.5
494,1101.0
495,1696.5
496,708.5
497,935.5
498,662.0
499,501.5
500,1634.0
501,786.0
502,1350.0
503,1601.0
504,750.5
505,1290.5
506,1519.0
507,588.0
508,1290.5
509,803.5
510,700.5
511,471.5
512,663.5
513,1669.5
514,1739.5
515,710.0
516,1028.5
517,737.0
518,945.5
519,939.5
520,501.5
521,409.5
522,704.5
523,615.0
524,1404.0
525,1440.5
526,958.5
527,1444.0
528,849.0
529,1348.5
530,838.0
531,1774.5
532,2209.0
533,1774.0
534,1495.0
535,1586.0
536,1574.0
537,634.0
538,1471.0
539,703.5
540,957.5
541,1426.0
542,838.0
543,1574.5
544,1717.0
545,1660.0
546,1537.5
547,973.0
548,1486.5
549,1675.5
550,1665.5
551,1342.5
552,536.5
553,945.0
554,1866.0
555,991.5
556,696.0
557,1136.0
558,1370.0
559,1441.0
560,1433.0
561,620.0
562,1813.5
563,626.5
564,1143.0
565,1800.0
566,1604.5
567,935.0
568,546.0
569,1104.5
570,2013.5
571,928.0
572,673.0
573,1723.5
574,795.5
575,1641.0
576,1258.0
577,1765.5
578,1566.5
579,1591.5
580,1611.0
581,938.0
582,1391.0
583,3616.5
584,1908.5
585,1707.5
586,593.5
587,652.0
588,556.0
589,2164.0
590,845.0
591,884.5
592,1684.5
593,1085.0
594,790.0
595,494.5
596,1402.0
597,1826.5
598,1876.5
599,1670.5
600,1362.0
601,1541.5
602,575.5
603,1272.0
604,1629.0
605,761.0
606,794.0
607,999.0
608,1361.0
609,1720.0
610,3000.5
611,798.5
612,1362.0
613,1883.5
614,1488.0
615,659.5
616,1214.5
617,1055.5
618,2783.5
619,883.0
620,1568.5
621,1470.5
622,1607.0
623,919.5
624,805.5
625,1998.5
626,1715.5
627,1421.5
628,1352.0
629,1091.5
630,985.5
631,1352.5
632,1808.0
633,1944.5
