,area
0,1175.0
1,1146.5
2,977.5
3,590.0
4,664.0
5,389.5
6,1184.0
7,1735.5
8,1517.0
9,1619.0
10,991.5
11,2385.0
12,1754.0
13,1537.0
14,1248.5
15,166.0
16,1812.0
17,1004.0
18,1964.5
19,1061.5
20,1633.0
21,1579.5
22,1123.0
23,1689.0
24,1298.0
25,1970.5
26,1415.0
27,953.5
28,782.0
29,4240.5
30,1009.0
31,1667.5
32,573.0
33,1746.5
34,1330.5
35,850.0
36,1770.0
37,437.5
38,598.5
39,1051.0
40,1760.0
41,1389.0
42,1376.0
43,967.5
44,1845.5
45,808.0
46,1126.5
47,1896.0
48,1231.0
49,2927.5
50,1858.0
51,1365.5
52,1745.0
53,992.5
54,2191.5
55,511.0
56,1135.5
57,1601.5
58,1755.5
59,1620.0
60,1977.0
61,3052.5
62,1121.0
63,944.5
64,1375.0
65,1481.0
66,1670.5
67,1007.0
68,2229.5
69,1488.0
70,2018.5
71,1551.0
72,1341.0
73,1568.0
74,1322.0
75,1297.5
76,2263.5
77,1273.0
78,1616.0
79,1898.5
80,2646.5
81,2516.0
82,1604.5
83,923.5
84,1490.5
85,1760.0
86,2133.5
87,1844.0
88,1367.5
89,2448.5
90,1183.0
91,1203.0
92,1739.5
93,1200.0
94,1659.5
95,1921.5
96,541.0
97,3362.0
98,1182.5
99,1613.0
100,3916.5
101,2717.5
102,816.5
103,1295.0
104,1388.5
105,739.0
106,1203.0
107,979.0
108,892.5
109,1246.0
110,1788.0
111,420.5
112,1588.0
113,1800.0
114,712.0
115,1648.0
116,1969.0
117,1229.0
118,2761.5
119,3204.0
120,1484.5
121,1668.5
122,1626.5
123,1394.0
124,1758.5
125,5165.5
126,1639.5
127,2502.0
128,1425.5
129,1709.0
130,1848.5
131,1572.0
132,1680.0
133,1342.0
134,1464.0
135,1278.0
136,6379.5
137,1553.5
138,1829.0
139,2654.0
140,595.0
141,628.5
142,932.0
143,1731.0
144,1622.0
145,526.0
146,1043.5
147,1874.5
148,1245.0
149,1530.0
150,1589.0
151,1898.5
152,1650.0
153,2016.5
154,1549.0
155,1314.5
156,1497.0
157,1611.0
158,1652.0
159,964.5
160,2632.0
161,1834.5
162,1860.0
163,566.0
164,937.0
165,1775.0
166,2902.0
167,1121.5
168,1608.0
169,1184.5
170,2070.0
171,2074.5
172,1767.5
173,1516.0
174,2163.0
175,2678.5
176,1273.0
177,1411.5
178,1992.5
179,1544.5
180,2114.5
181,1668.5
182,1834.5
183,1877.0
184,1310.5
185,1910.5
186,588.5
187,2077.0
188,1619.5
189,1970.0
190,778.0
191,787.5
192,1485.0
193,816.5
194,1277.5
195,1131.5
196,1581.5
197,2099.5
198,1207.0
199,894.5
200,1163.5
201,1779.0
202,2318.0
203,1169.5
204,839.0
205,732.5
206,1588.0
207,1690.0
208,2847.0
209,1770.5
210,858.5
211,1703.0
212,1038.5
213,3235.5
214,1599.0
215,3560.5
216,1788.5
217,1175.0
218,1758.0
219,1511.0
220,1751.0
221,1884.5
222,1690.0
223,2615.5
224,1329.0
225,632.0
226,1770.5
227,1958.5
228,3332.0
229,1199.5
230,1141.5
231,593.0
232,2616.5
233,1959.0
234,588.0
235,1254.5
236,748.0
237,1000.0
238,1219.5
239,803.0
240,1204.5
241,1203.0
242,1727.0
243,1562.5
244,1247.5
245,1278.5
246,1836.5
247,2259.0
248,1579.5
249,1669.0
250,1719.5
251,1893.5
252,1685.5
253,964.5
254,1849.0
255,1318.0
256,1741.5
257,1040.5
258,2165.5
259,3946.0
260,2010.0
261,1195.0
262,930.5
263,1647.5
264,491.5
265,1463.0
266,1179.5
267,1006.5
268,2004.5
269,1424.0
270,3057.0
271,1224.5
272,1228.5
273,2096.0
274,1387.5
275,2038.5
276,2041.5
277,647.5
278,1908.5
279,2730.5
280,1587.0
281,1782.0
282,2604.0
283,1917.5
284,1474.5
285,2381.0
286,1934.5
287,1529.0
288,1840.5
289,776.0
290,1868.0
291,1724.0
292,1818.0
293,1504.5
294,1411.0
295,911.5
296,2327.5
297,1694.0
298,1695.5
299,1930.0
300,2054.5
301,1382.5
302,1641.0
303,631.0
304,1130.0
305,2074.0
306,1232.0
307,1654.0
308,366.0
309,601.0
310,693.5
311,930.5
312,1783.5
313,1740.0
314,2512.0
315,1713.0
316,1845.5
317,1570.5
318,1230.0
319,1657.0
320,923.5
321,1355.5
322,1925.0
323,869.0
324,2178.0
325,1704.0
326,1540.5
327,2554.5
328,1929.0
329,1479.5
330,1556.0
331,1160.5
332,1142.0
333,2175.5
334,2087.5
335,1688.5
336,1637.5
337,1702.5
338,2003.0
339,2273.0
340,1785.0
341,610.5
342,1759.5
343,1467.5
344,1706.0
345,1875.5
346,2024.5
347,1544.0
348,1026.5
349,1693.5
350,1535.5
351,890.0
352,1915.5
353,3221.5
354,1748.0
355,1812.5
356,1824.0
357,2258.5
358,1991.0
359,3172.5
360,2093.5
361,988.5
362,1020.5
363,1883.5
364,1432.0
365,941.5
366,2575.5
367,1845.0
368,965.5
369,1872.0
370,2582.5
371,1557.0
372,1627.0
373,3622.0
374,441.0
375,2426.5
376,987.5
377,954.0
378,1268.5
379,1421.5
380,1629.5
381,921.5
382,1195.0
383,1343.0
384,3103.5
385,1376.5
386,3352.0
387,1769.0
388,1603.5
389,1661.0
390,1589.0
391,2199.5
392,1895.5
393,2215.0
394,2079.0
395,1494.0
396,4055.5
397,1258.0
398,1589.5
399,1817.5
400,1791.0
401,2342.0
402,1478.0
403,1664.0
404,5503.5
405,2166.0
406,1925.0
407,3612.0
408,1030.0
409,803.5
410,1692.0
411,1150.0
412,530.0
413,1472.5
414,1888.5
415,1935.0
416,1935.0
417,1714.0
418,1650.0
419,1769.0
420,1745.0
421,1089.0
422,1574.5
423,1565.0
424,3085.0
425,767.5
426,2095.5
427,1311.5
428,1657.0
429,1895.5
430,1781.0
431,1711.0
432,720.0
433,1733.0
434,2086.5
435,854.5
436,1905.0
437,805.5
438,1988.0
439,787.0
440,633.5
441,1902.5
442,1403.0
443,1867.0
444,1186.5
445,1883.5
446,1169.5
447,1310.0
448,4181.0
449,1712.0
450,1926.0
451,1435.0
452,1560.0
453,901.5
454,1466.5
455,1066.5
456,1315.0
457,2570.0
458,1835.0
459,2058.5
460,954.0
461,1060.0
462,1142.5
463,744.5
464,1806.0
465,2371.0
466,1555.0
467,1772.0
468,1944.5
469,2236.0
470,616.5
471,1504.5
472,1873.0
473,1105.5
474,1443.5
475,2733.5
476,899.5
477,914.5
478,1821.5
479,2010.5
480,1985.5
481,1692.0
482,1793.5
483,1023.5
484,2068.5
485,1887.0
486,2015.0
487,2102.5
488,1882.5
489,731.5
490,1097.5
491,2476.0
492,1867.0
493,2016.5
494,1969.5
495,1918.5
496,1816.0
497,580.5
498,1793.0
499,1787.5
500,2002.5
501,1371.0
502,1385.0
503,1587.0
504,2221.5
505,1499.0
506,3732.0
507,1964.0
508,1955.0
509,990.0
510,1951.0
511,1797.5
512,991.5
513,2153.0
514,765.5
515,2087.5
516,1038.5
517,1746.0
518,2204.0
519,2111.5
520,2321.5
521,846.0
522,1008.5
523,1832.0
524,2126.0
525,1189.0
526,2786.0
527,1659.5
528,2086.5
529,2006.0
530,2426.0
531,1644.0
532,1637.0
533,2228.5
534,2052.0
535,1977.5
536,1641.5
537,1935.5
538,1722.5
539,1764.5
540,2046.0
541,1101.5
542,3020.0
543,1749.0
544,1849.5
545,1964.5
546,1746.0
547,1979.5
548,2587.0
549,2047.5
550,2290.0
551,1894.5
552,2193.5
553,1665.0
554,1781.0
555,1029.0
556,2044.0
557,3125.0
558,1749.0
559,1192.5
560,2393.0
561,1490.0
562,770.5
563,1832.0
564,1597.5
565,1664.5
566,1954.5
567,1461.5
568,1914.0
569,3807.0
570,665.0
571,1375.0
572,1839.0
573,1821.5
574,2148.0
575,1943.5
576,991.5
577,2561.5
578,2199.0
579,2235.5
580,2121.5
581,2052.0
582,2077.0
583,1536.0
584,863.0
585,1990.5
586,1366.0
587,1008.5
588,1205.5
589,1693.0
590,2258.0
591,2263.5
592,2632.5
593,709.5
594,1497.5
595,1867.0
596,1236.0
597,1101.0
598,2088.0
599,1878.5
600,2192.5
601,2484.5
602,1429.5
603,908.5
604,921.0
605,732.0
606,2087.0
607,1943.5
608,1954.0
609,1470.5
610,715.0
611,665.0
612,1153.0
613,2437.0
614,2226.0
615,1816.5
616,2168.5
617,1997.5
618,2217.5
619,1607.0
620,2120.0
621,1179.0
622,2248.5
623,2275.0
624,1980.0
625,834.0
626,1149.0
627,1441.0
628,756.5
629,715.0
