,area
0,1230.0
1,1295.5
2,1322.5
3,965.0
4,1163.5
5,2370.5
6,1299.0
7,608.0
8,1322.5
9,1446.0
10,1280.0
11,1145.0
12,2358.5
13,1278.5
14,1394.0
15,1380.0
16,1470.0
17,1595.5
18,2802.5
19,2656.5
20,1210.0
21,1374.5
22,1255.0
23,1299.5
24,1398.5
25,955.5
26,1819.5
27,1203.5
28,1458.5
29,1013.0
30,1191.0
31,1272.0
32,1155.0
33,1480.5
34,4296.0
35,1286.0
36,1182.5
37,739.0
38,1354.5
39,3957.5
40,1218.0
41,1401.0
42,1825.5
43,1303.5
44,1341.5
45,2531.0
46,1265.0
47,1560.0
48,1281.0
49,1283.0
50,1702.5
51,1349.5
52,1253.0
53,1431.5
54,1222.0
55,1387.5
56,473.0
57,1488.5
58,1535.0
59,1240.5
60,1947.0
61,945.5
62,1466.5
63,1629.0
64,2980.5
65,1567.5
66,2225.0
67,1254.0
68,3776.5
69,1205.5
70,2889.5
71,1557.0
72,1378.0
73,1397.0
74,1603.0
75,1459.5
76,1575.5
77,1182.5
78,1258.0
79,1283.0
80,1262.0
81,1585.5
82,1235.0
83,1228.5
84,1293.5
85,2871.0
86,1144.0
87,1500.5
88,1568.0
89,1270.0
90,1308.0
91,1604.0
92,1446.0
93,1542.0
94,1461.0
95,1265.0
96,1090.0
97,861.5
98,1503.5
99,1098.5
100,1218.5
101,1500.5
102,1625.5
103,1487.5
104,1536.5
105,1277.0
106,2322.5
107,1538.0
108,1457.5
109,1269.0
110,1478.5
111,902.0
112,1443.0
113,3052.0
114,2826.5
115,1360.0
116,1358.5
117,1176.5
118,1458.5
119,1006.5
120,1507.0
121,1668.5
122,691.0
123,1673.5
124,1369.0
125,1294.5
126,1486.0
127,1579.5
128,4036.0
129,1257.0
130,1906.5
131,2417.0
132,1575.0
133,1399.0
134,1234.5
135,853.5
136,1382.5
137,1383.0
138,920.5
139,617.0
140,1154.0
141,1566.5
142,4561.5
143,1586.5
144,1415.5
145,1613.5
146,2717.5
147,3328.0
148,1976.5
149,1616.5
150,2687.5
151,1518.0
152,1447.5
153,1537.5
154,1463.0
155,1133.5
156,1348.0
157,1679.0
158,2547.0
159,3022.5
160,1366.5
161,1729.0
162,1421.5
163,1779.0
164,1261.5
165,2366.5
166,1363.0
167,1056.0
168,1332.0
169,2204.0
170,1957.0
171,1872.5
172,1340.5
173,1609.0
174,1229.5
175,4552.5
176,4499.0
177,1253.0
178,3157.0
179,1523.0
180,1459.0
181,1412.0
182,1409.5
183,1418.0
184,1726.0
185,2668.5
186,1410.0
187,1093.5
188,1407.0
189,1504.0
190,747.0
191,1221.0
192,1226.0
193,3215.5
194,1208.0
195,1582.0
196,1357.5
197,1411.5
198,1183.5
199,1137.0
200,2147.5
201,1641.5
202,1648.5
203,1180.0
204,1115.0
205,1580.5
206,1590.0
207,1278.0
208,1122.0
209,1794.5
210,1254.5
211,3760.0
212,1553.0
213,1383.0
214,1311.0
215,831.0
216,1255.0
217,1528.5
218,726.0
219,1319.5
220,1809.0
221,1445.0
222,1454.5
223,1259.0
224,1439.0
225,1297.0
226,1243.0
227,1617.0
228,1465.5
229,1416.5
230,1344.0
231,1521.0
232,1137.0
233,1403.0
234,1601.5
235,1488.5
236,1247.5
237,1355.0
238,1690.0
239,905.5
240,1576.5
241,1342.0
242,1493.5
243,1495.5
244,1517.5
245,1311.0
246,1703.0
247,1301.0
248,1419.5
249,1502.5
250,1014.5
251,1329.5
252,1697.0
253,1620.5
254,2697.5
255,1348.0
256,1115.5
257,1534.5
258,4474.0
259,1528.0
260,890.0
261,1371.0
262,1371.5
263,1857.0
264,1747.0
265,1488.5
266,1235.5
267,1752.0
268,1633.0
269,1568.5
270,3471.0
271,1467.5
272,1338.5
273,1513.0
274,1631.0
275,1459.5
276,1681.0
277,1852.5
278,2022.5
279,1583.0
280,1605.5
281,1444.0
282,1656.0
283,1600.5
284,736.5
285,1171.0
286,684.0
287,1430.5
288,1795.5
289,589.0
290,3801.0
291,1275.0
292,4181.5
293,1543.5
294,1367.5
295,1371.5
296,1482.5
297,1674.0
298,2392.0
299,3294.0
300,1926.0
301,1306.0
302,1638.5
303,3885.5
304,1601.5
305,915.5
306,3122.0
307,1581.0
308,1511.0
309,1662.5
310,1444.5
311,1580.5
312,1479.0
313,1816.5
314,1471.5
315,3115.0
316,1655.5
317,1180.0
318,1585.5
319,4647.5
320,1668.5
321,1749.0
322,1503.5
323,1847.5
324,1795.0
325,1591.0
326,1679.0
327,1847.5
328,1494.5
