,area
0,1190.0
1,2199.5
2,1707.0
3,746.5
4,1827.0
5,1015.5
6,1814.5
7,1832.0
8,1512.5
9,1711.0
10,1115.0
11,1556.5
12,1625.0
13,1275.0
14,2290.0
15,26.5
16,1282.5
17,1960.0
18,1249.0
19,1518.5
20,1714.0
21,1349.0
22,1640.0
23,1693.0
24,1350.0
25,1685.5
26,1434.5
27,1051.5
28,4820.5
29,1317.0
30,1294.0
31,1549.5
32,1469.5
33,1654.0
34,1313.0
35,3005.0
36,1196.0
37,1399.0
38,1542.0
39,1561.0
40,1545.0
41,1507.0
42,1492.0
43,1928.5
44,1336.5
45,1284.0
46,1573.5
47,1404.0
48,1787.5
49,1609.5
50,1778.0
51,1470.5
52,1491.0
53,1755.5
54,1440.5
55,1572.5
56,1613.5
57,1007.0
58,1159.5
59,1672.0
60,2827.0
61,2649.5
62,800.5
63,1231.5
64,1207.5
65,1124.5
66,1237.0
67,1670.0
68,1866.5
69,1589.0
70,1110.0
71,1524.5
72,1809.0
73,3252.0
74,1848.0
75,2829.5
76,3062.5
77,1582.0
78,1837.5
79,1591.0
80,1306.5
81,1684.5
82,1917.5
83,1683.0
84,1805.0
85,502.0
86,1667.5
87,1696.5
88,1432.5
89,1276.5
90,1277.5
91,1507.5
92,1001.5
93,1542.5
94,1778.0
95,1605.0
96,3424.0
97,1564.0
98,2819.0
99,1900.5
100,6081.5
101,1587.0
102,1544.5
103,1853.5
104,1434.5
105,1293.0
106,1778.5
107,1719.0
108,1643.5
109,1427.5
110,1436.0
111,1524.0
112,3242.5
113,1589.0
114,1796.5
115,3423.0
116,834.0
117,1635.0
118,1612.0
119,1564.0
120,1787.5
121,1658.0
122,1747.0
123,1421.5
124,1220.5
125,1822.5
126,3435.5
127,1665.0
128,1870.0
129,1361.5
130,1494.5
131,1696.5
132,1923.5
133,1562.0
134,1763.0
135,1731.5
136,1556.0
137,1695.5
138,1389.5
139,1220.0
140,1845.5
141,1360.0
142,1406.0
143,1747.5
144,1590.5
145,1370.5
146,1960.0
147,1398.0
148,1590.0
149,1397.0
150,2202.0
151,1732.0
152,1425.0
153,1797.0
154,5450.5
155,1662.5
156,1838.0
157,1790.0
158,1978.0
159,1793.0
160,1701.5
161,1933.0
162,1920.5
163,1828.5
164,1474.5
165,1679.0
166,1220.5
167,1621.5
168,1305.0
169,1760.5
170,3450.5
171,1603.5
172,1410.0
173,1663.5
174,3414.5
175,1577.5
176,1603.5
177,1731.5
178,1113.5
179,1622.0
180,3700.0
181,1732.5
182,1870.5
183,1587.5
184,1698.0
185,1585.0
186,2521.0
187,1754.0
188,2295.5
189,1588.0
190,1396.0
191,3005.0
192,1837.5
193,2771.0
194,769.0
195,2869.5
196,1721.0
197,1565.0
198,1358.5
199,703.0
200,824.0
201,1856.5
202,1676.5
203,1602.0
204,3178.5
205,1746.5
206,1833.5
207,1770.5
208,2058.0
209,2411.5
210,2745.5
211,1092.0
212,1804.0
213,1647.5
214,1411.0
215,1315.5
216,1287.0
217,1461.5
218,2121.5
219,1796.0
220,1583.5
221,1737.0
222,1714.0
223,3063.0
224,1799.5
225,725.0
226,1606.5
227,1642.5
228,2011.5
229,1543.5
230,1782.5
231,3950.5
232,2060.0
233,3393.0
234,1701.5
235,1789.5
236,3562.5
237,3605.5
238,1717.0
239,1531.5
240,1766.0
241,1465.5
242,975.5
243,940.0
244,1575.0
245,1463.5
246,1806.5
247,1256.0
248,1868.5
249,1594.5
250,2120.5
251,1378.0
252,3181.0
253,3623.0
254,1821.5
255,3451.0
256,803.0
257,3100.5
258,3169.5
259,2113.0
260,3160.0
261,1758.0
262,1583.5
263,1736.5
264,1885.5
265,1811.0
266,1255.0
267,690.5
268,1636.0
269,752.5
270,1439.0
271,1913.5
272,1508.5
273,435.0
274,1824.0
275,1847.5
276,1242.0
277,1509.5
278,900.5
279,1864.5
280,1758.0
281,1746.0
282,3320.5
283,1846.5
284,1145.0
285,662.5
286,2594.5
287,1657.0
288,1567.5
289,2209.0
290,1807.0
291,1709.0
292,3521.5
293,1407.5
294,1548.5
295,1710.0
296,1955.0
297,1730.5
298,1055.5
299,1402.5
300,2033.0
301,3645.5
302,660.0
303,2020.0
304,1936.5
305,965.5
306,970.0
307,1707.5
308,1763.0
309,2010.5
310,1895.0
311,1678.5
312,2277.0
313,918.5
314,2070.0
315,1423.5
316,1697.5
317,1595.5
318,1890.0
319,2289.5
320,1973.0
321,1133.5
322,1751.0
323,1811.0
324,868.0
325,1824.0
326,1752.0
327,2050.5
328,1390.0
329,2212.0
330,1936.5
331,1461.5
332,2460.5
333,1602.0
334,1301.5
335,2155.5
336,2050.5
337,1975.0
338,1962.5
339,2290.0
340,3122.0
341,1447.0
342,1958.5
343,1773.5
344,1331.5
345,2118.0
346,2097.0
347,3664.0
348,3251.5
349,1501.5
350,2065.5
351,1782.0
352,2100.5
353,1855.0
354,1657.5
355,2075.5
356,1721.5
357,1737.5
358,1215.0
359,1530.0
360,2396.0
361,2180.0
362,1886.5
363,3195.0
364,1648.5
365,1659.5
366,1867.0
367,1515.5
368,2355.5
369,2011.5
370,1609.5
371,3448.0
372,1602.5
373,1553.5
374,1362.0
375,1826.5
376,1740.0
377,1809.5
378,1923.5
379,1015.5
380,1764.5
381,1363.0
382,1855.5
383,1664.0
384,2128.5
385,1438.5
386,1744.0
387,1944.0
388,1672.0
389,2206.0
390,3267.0
391,2457.5
392,1727.5
393,1471.5
394,1388.5
395,1562.0
396,2184.0
397,1908.5
398,1877.5
399,1609.0
400,2276.0
401,1748.5
402,3022.0
403,2061.0
404,837.0
405,782.5
406,1911.0
407,1840.5
408,1824.0
409,1748.5
410,1959.5
411,1522.5
412,1950.0
413,1302.0
414,2268.5
415,2078.5
416,1739.0
417,1619.5
418,1798.0
419,2124.5
420,1525.5
421,1933.0
422,2017.0
423,1778.5
424,2244.5
425,1827.5
426,1844.5
427,1663.5
428,1439.0
429,796.5
430,929.0
431,2021.5
432,1782.5
433,1760.0
434,1674.5
435,1388.5
436,2117.0
437,2157.0
438,1989.0
439,2469.0
440,1846.0
441,895.0
442,966.0
443,1012.0
444,2223.5
445,1776.0
446,1840.0
447,1883.5
448,1540.5
449,846.5
450,2020.0
451,3636.0
452,2649.0
453,833.5
454,1117.5
455,2721.0
456,1903.0
457,1913.0
458,1595.5
459,1106.5
460,2089.0
461,1871.5
462,3642.5
463,1427.5
464,1927.0
465,1642.0
466,1723.0
467,1676.0
468,1860.5
469,1862.5
470,3110.5
471,1381.0
472,1182.0
473,1691.5
474,1848.5
475,1638.0
476,1365.5
477,1826.5
478,1720.5
479,1668.5
480,784.5
481,1886.5
482,784.5
483,1812.0
484,1171.5
485,1752.0
486,1925.0
487,1885.5
488,1609.0
489,1307.5
490,1567.5
491,1470.5
492,1651.5
493,910.5
494,1664.0
495,1743.0
496,1739.5
497,813.5
498,3416.5
499,888.0
500,1008.5
501,2062.5
502,1483.5
503,1600.0
504,2070.5
505,931.5
506,4081.5
507,2253.0
508,2782.0
509,3359.5
510,1320.0
511,2238.0
512,1850.0
513,1878.0
514,3804.0
515,2053.0
516,3227.5
517,1679.5
518,2324.5
519,1832.0
520,1805.0
521,1953.0
522,2140.5
523,1882.0
524,1926.0
525,1586.0
526,2920.0
527,2056.5
528,1938.0
529,2009.0
530,1702.0
531,2045.0
532,3216.5
533,1815.5
534,4832.0
535,1452.5
536,1607.5
537,1559.0
538,1569.0
539,1637.5
540,1927.0
541,1778.5
542,2102.0
543,1323.5
544,1802.0
545,1735.0
546,2065.0
547,1598.0
548,1764.0
549,1439.5
550,1904.0
551,1776.0
552,1871.0
553,1960.5
554,1723.5
555,1788.5
556,2201.5
557,2482.0
558,2247.5
559,1920.5
560,1864.5
561,1344.0
562,2078.5
563,2135.0
564,1850.0
565,985.5
566,1939.0
567,2166.0
568,1226.5
569,2134.0
570,1082.0
571,1454.0
572,1647.0
573,2243.5
574,614.5
575,1345.0
576,1474.5
577,1879.5
578,1912.0
579,2044.5
580,664.0
581,1205.5
582,2020.0
583,1850.0
584,2529.0
585,1918.0
586,1998.0
587,2285.0
588,2336.5
589,2139.0
590,1459.5
591,1756.5
592,2122.5
593,1806.5
594,2133.0
595,1613.5
596,1979.0
597,1614.5
598,1775.5
599,1868.0
600,1880.5
601,3972.0
602,2590.0
603,1666.5
604,1875.5
605,2199.5
606,2071.0
607,1687.5
608,1527.0
609,1651.0
610,1281.5
611,2050.5
612,2279.0
613,3312.0
614,2451.5
615,2234.0
616,1727.5
617,1823.0
618,2181.0
619,2450.0
620,2053.0
621,2037.0
622,1510.0
623,1834.5
624,1751.0
625,2139.0
626,2056.5
627,1831.5
628,1790.0
629,2023.0
630,1881.0
631,1460.0
632,1987.0
633,1882.0
634,2194.0
635,6806.5
636,4469.5
637,2165.5
638,1607.5
639,2081.5
640,4100.0
641,1437.5
642,1151.5
643,2297.5
644,1633.5
645,1980.5
646,1186.0
647,909.0
648,2117.0
649,2117.5
650,1969.0
651,1993.0
652,2280.0
653,2088.0
654,2000.0
655,1989.0
656,1924.5
657,1135.0
658,2189.5
659,2326.0
660,1793.0
661,1515.5
662,1940.5
663,2131.0
664,1920.5
665,1775.5
666,2225.5
667,2433.5
668,1531.0
669,2338.5
670,2154.5
671,4771.5
672,2193.0
673,2160.5
674,1883.5
675,2904.0
676,2575.5
677,2225.5
678,2098.5
679,1805.5
680,1865.0
681,1932.5
682,2230.5
683,2080.0
684,2269.5
685,1645.0
686,2059.5
687,2488.0
688,1348.5
689,1660.0
690,901.5
691,2391.5
692,2031.0
693,1028.0
694,2217.0
695,1340.5
696,1986.0
697,2714.5
698,1818.0
699,1206.5
700,1909.5
701,2098.5
702,2099.5
703,2195.5
704,2305.5
705,2710.5
706,2168.0
707,2222.0
708,2056.0
709,1764.0
710,2026.0
711,2221.0
712,966.5
713,2461.0
714,1062.0
715,1802.5
716,1791.5
