,area
0,1666.5
1,504.5
2,1156.0
3,1787.0
4,1051.5
5,1654.5
6,2555.0
7,1828.5
8,2029.5
9,1372.5
10,1670.0
11,1853.5
12,1711.5
13,1028.0
14,1241.0
15,1325.0
16,1202.5
17,499.5
18,1017.0
19,1869.5
20,1957.5
21,1711.0
22,1588.0
23,1823.5
24,1392.0
25,2182.5
26,1193.0
27,1291.5
28,1520.5
29,1026.5
30,1709.5
31,627.0
32,2693.0
33,1627.0
34,1614.5
35,1614.5
36,3405.5
37,615.5
38,1650.0
39,748.0
40,1639.5
41,1083.0
42,2138.0
43,1798.0
44,1874.5
45,1750.5
46,1782.5
47,1743.5
48,1631.0
49,867.0
50,1848.5
51,1748.0
52,1895.5
53,1374.0
54,1073.0
55,874.5
56,2703.5
57,1221.5
58,504.0
59,719.0
60,1476.0
61,651.0
62,1793.0
63,1395.5
64,789.5
65,1807.5
66,1762.0
67,1790.0
68,865.0
69,429.0
70,1257.5
71,1699.0
72,680.0
73,1623.0
74,1339.5
75,1157.5
76,1410.5
77,927.5
78,916.0
79,1635.5
80,704.5
81,720.0
82,1253.5
83,619.5
84,1419.5
85,1616.5
86,1590.0
87,1521.0
88,478.5
89,955.5
90,1646.0
91,1993.0
92,1616.5
93,1690.0
94,1517.5
95,913.0
96,802.5
97,1994.5
98,766.5
99,921.5
100,1601.5
101,920.5
102,1155.0
103,1813.0
104,1078.0
105,1358.0
106,1570.5
107,755.0
108,747.0
109,1678.0
110,1152.0
111,800.5
112,1604.0
113,910.5
114,1268.0
115,559.5
116,1737.5
117,3406.5
118,729.5
119,3225.0
120,1807.0
121,1751.5
122,813.0
123,1242.5
124,1495.5
125,3182.0
126,1626.0
127,1637.5
128,747.5
129,605.0
130,1465.5
131,1755.0
132,675.5
133,5272.0
134,1856.5
135,1648.5
136,1856.5
137,517.0
138,798.0
139,728.5
140,1761.0
141,2072.5
142,1061.0
143,1222.0
144,873.0
145,2081.0
146,1617.5
147,1384.5
148,1397.0
149,1074.5
150,1608.5
151,1390.0
152,1676.5
153,533.0
154,951.5
155,1755.0
156,1414.5
157,925.5
158,2341.0
159,1370.5
160,999.0
161,2833.0
162,2677.5
163,1239.0
164,1807.5
165,1180.5
166,1716.5
167,2133.0
168,706.5
169,1552.5
170,1131.0
171,1518.0
172,1354.0
173,1814.0
174,1224.5
175,493.0
176,1737.0
177,1197.0
178,738.5
179,1526.5
180,1604.5
181,1370.0
182,1407.0
183,1090.0
184,1475.5
185,1554.5
186,883.5
187,1526.0
188,1263.5
189,845.5
190,1410.5
191,1593.5
192,1641.5
193,668.0
194,1362.5
195,1943.0
196,1641.0
197,1615.5
198,1313.0
199,626.0
200,1537.0
201,773.0
202,1275.5
203,2796.5
204,1514.0
205,1372.5
206,541.0
207,1353.0
208,1391.0
209,955.5
210,1601.5
211,1021.0
212,701.5
213,1431.0
214,3824.5
215,701.0
216,565.0
217,1110.0
218,1322.0
219,2824.0
220,1400.0
221,1326.5
222,2370.0
223,642.0
224,704.5
225,998.0
226,799.5
227,983.5
228,314.0
229,1306.5
230,1443.0
231,630.0
232,898.5
233,1406.5
234,1172.5
235,1136.0
236,756.5
237,582.5
238,999.0
239,1380.0
240,1212.5
241,1277.5
242,1465.0
243,1188.0
244,796.5
245,589.5
246,1504.5
247,716.0
248,1490.0
249,1462.5
250,812.5
251,1341.0
252,881.5
253,1550.0
254,1128.0
255,932.0
256,1001.0
257,915.5
258,1317.0
259,1250.5
260,1728.5
261,1072.5
262,1144.0
263,1040.0
264,1624.5
265,1590.5
266,1547.0
267,1116.5
268,1203.0
269,1237.0
270,1481.0
271,1314.5
272,1081.0
273,1431.0
274,1494.5
275,1374.5
276,1426.5
277,1496.0
278,798.5
279,2202.0
280,1084.0
281,1348.0
282,3131.5
283,656.5
284,1261.0
285,562.0
286,899.5
287,1287.5
288,611.5
289,678.0
290,1558.5
291,1423.0
292,1155.5
293,1092.5
294,1565.0
295,1565.0
296,1509.0
297,1467.5
298,3408.5
299,1368.0
300,482.5
301,512.5
302,823.0
303,513.5
304,1470.0
305,1139.0
306,1639.0
307,783.0
308,695.0
309,1121.0
310,2168.0
311,853.5
312,3675.0
313,1222.5
314,963.0
315,1524.0
316,971.5
317,1508.0
318,658.0
319,1414.0
320,1516.5
321,1583.5
322,1642.5
323,1571.5
324,1264.0
325,1152.5
326,786.5
327,1544.5
328,1048.5
329,1546.5
330,1455.5
331,1587.0
332,605.0
333,1047.0
334,1797.5
335,1406.0
336,579.5
337,1280.5
338,740.5
339,885.5
340,779.0
341,1263.0
342,500.0
343,1242.0
344,1371.5
345,1232.0
346,272.0
347,1232.5
348,1347.5
349,1462.5
350,1398.5
351,1614.0
352,1126.5
353,1378.5
354,1534.5
355,1289.5
356,1443.5
357,1177.5
358,732.0
359,1451.0
360,1228.5
361,861.5
362,1032.5
363,621.5
364,2125.5
365,1150.0
366,1422.5
367,1260.5
368,1218.5
369,2206.0
370,907.0
371,656.0
372,2823.0
373,1274.0
374,1302.5
375,659.0
376,1264.0
377,2174.5
378,1465.0
379,1430.5
380,1448.0
381,1203.5
382,1285.5
383,534.5
384,1694.5
385,4273.0
386,840.5
387,1371.0
388,478.0
389,1424.0
390,1164.5
391,1403.0
392,1225.0
393,1296.5
394,1480.5
395,1367.5
396,1417.0
397,1339.5
398,1427.0
399,1242.0
400,1026.0
401,1402.5
402,708.0
