,area
0,862.5
1,0.0
2,1409.0
3,1516.0
4,1484.5
5,985.5
6,1156.0
7,879.0
8,1009.5
9,2487.0
10,859.0
11,1781.5
12,2708.0
13,928.5
14,1279.5
15,1029.0
16,1314.5
17,767.0
18,1318.0
19,1840.0
20,1640.5
21,895.0
22,892.0
23,572.5
24,1828.5
25,1227.0
26,2516.0
27,1402.0
28,2892.0
29,1327.5
30,1174.5
31,718.5
32,699.0
33,1088.0
34,1899.5
35,1652.0
36,1136.0
37,1130.0
38,1023.0
39,1402.0
40,898.5
41,1093.0
42,1389.0
43,3659.5
44,1973.5
45,1311.5
46,1520.0
47,721.0
48,1225.0
49,1581.5
50,805.0
51,2850.0
52,1390.5
53,1574.5
54,1632.5
55,1009.5
56,1071.5
57,1494.0
58,984.0
59,1025.5
60,1085.0
61,972.5
62,896.0
63,3623.0
64,1415.5
65,1296.0
66,1388.0
67,1853.5
68,2423.0
69,1664.0
70,1246.5
71,986.0
72,1414.5
73,1098.0
74,1130.0
75,728.0
76,1257.0
77,1645.0
78,568.5
79,1720.5
80,944.5
81,3941.5
82,1532.0
83,1647.0
84,1689.0
85,1171.5
86,1857.0
87,1601.5
88,1517.0
89,577.0
90,1188.5
91,1090.5
92,1342.0
93,2341.5
94,2235.5
95,2665.0
96,1472.0
97,1158.5
98,1889.0
99,1076.0
100,1665.5
101,1472.5
102,2980.5
103,1207.0
104,1992.5
105,3549.0
106,4137.5
107,4019.5
108,751.0
109,543.5
110,1435.0
111,819.5
112,1223.0
113,1071.5
114,1304.5
115,1823.0
116,1113.0
117,1520.5
118,1282.5
119,623.5
120,1888.0
121,1000.5
122,1504.5
123,1761.5
124,1575.0
125,1390.5
126,1010.5
127,950.0
128,1837.0
129,1607.0
130,777.0
131,1413.0
132,582.0
133,1386.0
134,1123.5
135,3689.5
136,1377.5
137,969.5
138,723.5
139,796.5
140,1203.5
141,1031.0
142,1402.5
143,1549.5
144,1444.5
145,1412.0
146,1579.5
147,2561.0
148,2414.0
149,1660.5
150,1453.5
151,1425.5
152,1480.0
153,1214.5
154,1742.5
155,1076.0
156,1521.5
157,1318.0
158,1550.0
159,1399.0
160,1485.5
161,1751.0
162,671.5
163,2048.0
164,2712.5
165,1245.0
166,1302.5
167,1170.0
168,1017.0
169,540.0
170,1023.0
171,1187.0
172,1810.0
173,1390.5
174,1878.5
175,1495.0
176,1069.0
177,1164.5
178,1431.0
179,1781.0
180,1368.0
181,921.0
182,1921.0
183,823.0
184,1224.5
185,2567.0
186,1230.0
187,974.5
188,922.5
189,1091.0
190,1770.0
191,937.5
192,870.0
193,1186.5
194,1443.5
195,903.5
196,1371.5
197,2237.5
198,1568.5
199,799.5
200,1965.5
201,1977.5
202,1881.5
203,1174.5
204,2463.5
205,1696.5
206,889.5
207,1344.5
208,1954.0
209,1491.0
210,1302.0
211,968.5
212,1946.5
213,1441.0
214,1690.5
215,1550.0
216,1043.0
217,886.0
218,2363.5
219,1279.5
220,791.5
221,1152.5
222,1122.0
223,934.5
224,1289.0
225,1153.0
226,1296.5
227,1566.0
228,1865.5
229,1554.5
230,2184.0
231,1149.0
232,2162.0
233,838.5
234,1080.5
235,1738.5
236,1527.5
237,1775.0
238,1208.5
239,876.5
240,1983.5
241,963.0
242,1803.5
243,753.5
244,1578.5
245,1846.0
246,1653.0
247,1477.5
248,1379.0
249,1008.5
250,1049.0
251,1206.0
252,1348.5
253,1340.5
254,921.0
255,2024.0
256,822.5
257,1403.0
258,1493.0
259,1040.0
260,1360.5
261,958.5
262,2496.0
263,2077.0
264,2460.5
265,1589.5
266,1422.0
267,1575.0
268,1546.5
269,2233.5
270,1189.5
271,3009.0
272,1449.5
273,1028.5
274,1091.5
275,1129.5
276,3290.0
277,1424.5
278,865.0
279,1678.0
280,1639.5
281,2556.5
282,1346.5
283,1508.5
284,1859.0
285,1833.5
286,1888.0
287,2608.5
288,1414.0
289,1292.0
290,2454.5
291,2047.0
