,area
0,341.5
1,4873.0
2,0.0
3,4068.5
4,1279.5
5,1090.5
6,1118.0
7,2352.0
8,2685.0
9,4755.5
10,1520.0
11,1333.0
12,2630.0
13,1723.5
14,399.0
15,2383.0
16,1660.0
17,709.5
18,4483.5
19,4896.5
20,1054.0
21,1565.5
22,12274.0
23,962.0
24,6745.0
25,1152.5
26,2103.0
27,1962.5
28,1712.0
29,3507.0
30,6102.0
31,1502.0
32,1759.5
33,3986.0
34,1703.5
35,7838.5
36,2472.0
37,2116.0
38,1167.0
39,3178.0
40,4893.5
41,831.5
42,3383.5
43,3926.5
44,1326.5
45,2327.0
46,4646.5
47,1995.0
48,3171.5
49,2125.5
50,4874.0
51,3816.0
52,3029.0
53,2966.5
54,3378.0
55,1239.0
56,2046.0
57,1337.5
58,3121.5
59,633.0
60,2583.0
61,1889.5
62,2452.0
63,2191.5
64,2897.0
65,1422.0
66,1734.0
67,1633.5
68,2410.5
69,2933.0
70,2562.0
71,2066.5
72,2065.5
73,2627.0
74,2412.5
75,4350.0
76,1952.5
77,1420.5
78,4110.5
79,1142.5
80,1710.5
81,1169.0
82,3403.0
83,4306.5
84,2455.0
85,1843.0
86,2046.0
87,4518.0
88,1800.5
89,1693.5
90,2573.5
91,8598.0
92,6662.0
93,3574.0
94,3941.5
95,1687.5
96,2612.5
97,1770.0
98,5176.5
99,1903.5
100,1840.0
101,2159.5
102,4399.0
103,2881.5
104,2929.5
105,2103.5
106,8277.5
107,3274.0
108,3856.5
109,1424.0
110,4116.0
111,4819.5
112,4618.0
113,1330.5
114,3751.5
115,1836.0
116,2410.5
117,5282.0
118,1057.0
119,2361.5
120,3466.5
121,2144.5
122,3352.0
123,788.0
124,3132.5
125,7376.0
126,2524.0
127,4125.0
128,2663.0
129,2104.0
130,1314.5
131,759.5
132,1022.5
133,3535.0
134,253.5
135,2069.5
136,1157.0
137,853.5
138,1042.5
139,3659.0
140,3955.5
141,1678.0
142,2064.5
143,3871.0
144,1773.0
145,2443.5
146,2059.0
147,7259.5
148,5460.5
149,1826.0
150,3510.5
151,2003.5
152,2476.5
153,2090.0
154,2204.5
155,1562.5
156,1462.5
157,2366.0
158,1111.0
159,4454.5
160,1802.5
161,3391.5
162,7748.5
163,7593.0
164,2306.0
165,3464.0
166,963.5
167,4446.0
168,3650.0
169,1278.5
170,1290.0
171,6013.0
172,1346.0
173,8426.5
174,4706.0
175,2475.0
176,1302.5
177,4076.0
178,3612.0
179,2400.0
180,1780.0
181,2320.5
182,3665.0
183,836.0
184,7948.0
185,2595.0
186,1594.5
187,1364.5
188,1136.0
189,5032.0
190,1599.5
191,3228.5
192,7243.5
193,1793.0
194,1495.5
195,1485.5
196,1340.5
197,1018.5
198,4113.0
199,639.0
200,2406.0
201,2251.0
202,2818.0
203,3680.0
204,9883.0
205,1954.0
206,2210.0
207,1748.5
208,692.5
209,11443.5
210,2084.0
211,2253.0
212,1817.5
213,1218.5
214,3609.0
215,2052.0
216,1720.0
217,3804.5
218,2007.5
219,2286.5
220,3867.0
221,2642.5
222,2867.0
223,3349.5
