,area
0,2473.5
1,1057.5
2,1393.5
3,2947.5
4,1611.5
5,5411.5
6,1233.0
7,1755.5
8,2118.0
9,2042.5
10,3853.5
11,1151.0
12,1295.0
13,3897.5
14,1663.0
15,1532.0
16,4721.0
17,984.5
18,868.5
19,3397.5
20,1948.5
21,1973.5
22,1752.0
23,1088.5
24,1715.5
25,3238.5
26,1464.5
27,1425.5
28,3501.5
29,2209.0
30,585.5
31,3435.0
32,1464.0
33,1992.0
34,1804.0
35,3562.5
36,1904.5
37,3522.5
38,2014.5
39,4258.5
40,1175.0
41,1821.0
42,2931.0
43,1393.5
44,3450.5
45,3710.5
46,1945.0
47,1771.5
48,2993.5
49,1777.0
50,2358.5
51,3052.5
52,1753.0
53,5006.0
54,3936.5
55,2732.0
56,3488.5
57,1353.0
58,2143.5
59,3479.0
60,1879.0
61,4990.0
62,2985.5
63,1208.5
64,3129.5
65,1256.0
66,3789.5
67,2037.0
68,1408.5
69,1725.0
70,1960.0
71,2689.5
72,3618.5
73,1552.5
74,1448.0
75,3723.0
76,1988.0
77,1920.5
78,1721.5
79,1545.5
80,1555.0
81,2067.0
82,7554.0
83,3526.0
84,1552.5
85,2558.5
86,3498.5
87,3588.5
88,2326.5
89,3492.0
90,1539.0
91,4016.5
92,2538.5
93,2551.5
94,1503.5
95,2015.5
96,5901.0
97,1892.5
98,1618.5
99,1020.0
100,3694.5
101,3844.5
102,2766.5
103,502.0
104,4675.0
105,2795.5
106,3411.5
107,2182.0
108,2808.5
109,4146.5
110,2094.0
111,2750.0
112,2041.5
113,1803.0
114,2197.0
115,2319.5
116,2015.5
117,1555.0
118,997.5
119,1587.0
120,2010.0
121,2092.0
122,2069.0
123,2363.0
124,2166.0
125,4104.5
126,1195.5
127,3695.0
128,2075.0
129,1762.0
130,5022.0
131,3252.5
132,3937.5
133,3124.5
134,1413.0
135,2871.0
136,1686.5
137,3316.5
138,2166.5
139,1483.5
140,3392.5
141,3711.0
142,5265.0
143,1220.5
144,4609.0
145,3275.5
146,3307.5
147,3003.0
148,3255.0
149,1283.0
150,3746.0
151,3615.5
152,5465.0
153,3180.5
154,3316.5
155,3422.5
156,0.0
157,2461.0
158,1779.5
159,1240.0
160,1390.0
161,2991.0
162,2647.5
163,4497.5
164,1999.5
165,1931.5
166,4992.0
167,3510.5
168,1135.0
169,3222.0
170,6474.0
171,1355.5
172,2610.5
173,1985.5
174,1727.5
175,3188.0
176,2174.5
177,2232.0
178,1795.5
179,1296.5
180,3345.0
181,1213.5
182,3946.5
183,5224.5
184,1581.5
185,1970.5
186,4034.0
187,1205.5
188,4577.0
189,6155.5
190,3443.0
191,2263.0
192,1682.0
193,897.5
194,1743.0
195,3537.5
196,3869.5
197,2175.0
198,3872.0
199,1497.0
200,2623.5
201,4188.0
202,7019.0
203,790.5
204,1988.0
205,3481.0
206,3039.0
207,3729.0
208,3160.5
209,2531.5
210,1357.5
211,2980.5
212,1621.5
213,1089.5
214,3221.0
215,3958.5
216,2668.5
217,2399.0
218,1886.5
219,2404.5
220,2503.0
221,2591.0
222,2655.0
223,3789.0
224,3457.5
225,1660.5
226,995.5
227,2438.0
228,1904.5
229,1899.0
230,1628.5
231,1722.0
232,964.5
233,1893.0
234,1713.0
235,1612.5
236,2097.0
237,1700.0
238,4703.5
239,3575.0
240,2568.0
241,2842.0
242,3957.0
243,1304.0
244,1776.5
245,1329.5
246,3584.5
247,2439.0
248,1449.5
249,3671.0
250,1934.5
251,1640.0
252,2155.0
253,5189.5
254,1973.0
255,2591.0
256,3372.0
257,1939.5
258,3538.0
259,2794.5
260,1458.5
261,1969.5
262,1398.5
263,2774.5
264,2225.0
265,4077.5
266,3695.0
267,2263.0
268,1744.0
269,3399.5
270,1856.5
271,2670.5
272,3153.5
273,1212.5
274,2187.0
275,3568.0
276,3014.5
277,5040.5
278,3858.0
279,1301.0
280,2649.0
281,3793.0
282,2110.5
283,1696.5
284,1311.5
285,3416.5
286,2062.5
287,3680.0
288,7066.5
289,3603.5
290,2801.5
291,2030.5
292,2550.0
293,3051.0
294,3867.5
295,2368.0
296,2397.5
297,3373.5
298,1287.5
299,1455.5
300,3584.5
301,2474.5
302,2141.5
303,1197.0
304,1948.5
305,3238.5
306,4212.5
307,1777.0
308,2204.0
309,3913.0
310,2145.0
311,3490.5
312,3271.0
313,3412.5
314,2846.5
315,1888.0
316,2412.5
317,1303.5
318,1580.0
319,3829.0
320,3583.5
321,2480.5
322,2476.0
323,4285.5
324,1652.5
325,2116.5
326,3160.5
327,3103.0
328,1742.5
329,1436.5
330,2089.0
331,3898.5
332,2479.0
333,1238.5
334,3604.0
335,2185.0
336,2873.5
337,3692.0
338,3881.0
339,4206.5
340,2283.0
341,4557.5
342,3695.5
343,2738.0
344,1255.5
345,3892.0
346,1281.0
347,1295.5
348,3052.5
349,4004.5
350,3971.0
351,1753.5
352,3680.0
353,3269.5
354,2630.0
355,1453.5
356,3197.5
357,1474.5
358,4746.0
359,1791.0
360,1697.5
361,1795.5
362,1593.5
363,1887.5
364,2571.5
365,1645.5
366,3966.0
367,1738.5
368,2032.5
369,4211.5
370,2083.0
371,2055.5
372,2064.5
373,3798.5
374,4355.5
375,2535.5
376,2883.5
377,2003.5
378,1214.0
379,3819.0
380,4279.0
381,1878.5
382,1588.5
383,1276.0
384,2551.5
385,2981.0
386,2036.5
387,2193.0
388,2628.5
389,3858.0
390,2215.5
391,1900.5
392,2821.0
393,1555.0
394,11378.0
395,2494.5
396,2902.0
397,1892.0
398,4300.5
399,4256.5
400,1739.0
401,1235.5
402,4319.5
403,2510.0
404,2421.5
405,3135.0
406,3471.5
407,2102.0
408,3840.5
409,3706.0
410,1812.0
411,2859.5
412,2589.0
413,3344.0
414,2189.5
415,2944.5
416,2263.5
417,722.0
418,3717.0
419,2792.0
420,2572.0
421,2468.5
422,2626.0
423,2796.0
424,3026.5
425,2551.0
426,1491.5
427,2367.0
428,2088.0
429,2720.5
430,1446.0
431,1386.0
432,1381.5
433,2084.5
434,1965.5
435,3246.5
436,2443.5
437,2793.5
438,2707.0
439,60.0
440,676.0
