,area
0,1310.0
1,955.5
2,753.5
3,585.0
4,1575.0
5,1656.5
6,2294.0
7,1564.0
8,1133.0
9,1351.5
10,1010.5
11,1095.5
12,1407.0
13,1390.0
14,1425.0
15,535.0
16,896.0
17,1543.5
18,2399.0
19,1170.0
20,1707.5
21,899.0
22,1668.0
23,902.0
24,1339.0
25,2797.5
26,1402.5
27,2005.0
28,1233.0
29,2694.0
30,1455.5
31,1403.0
32,1375.5
33,1646.0
34,1269.5
35,1115.0
36,905.0
37,1027.5
38,2117.5
39,1520.5
40,2225.0
41,1360.5
42,1422.0
43,745.0
44,1177.0
45,976.5
46,1107.5
47,1297.0
48,1750.5
49,1360.0
50,1904.0
51,6913.5
52,1836.5
53,1804.0
54,1615.5
55,1197.0
56,1363.0
57,1581.5
58,1347.5
59,1851.5
60,1333.5
61,1176.0
62,1795.0
63,1467.5
64,1736.0
65,2087.5
66,846.5
67,975.5
68,1170.5
69,2281.0
70,1585.5
71,1573.0
72,1883.5
73,1717.0
74,1503.5
75,919.0
76,775.5
77,1564.5
78,1168.5
79,1233.5
80,2752.0
81,2250.5
82,1672.5
83,2157.5
84,1876.5
85,1243.0
86,1458.0
87,1633.0
88,1828.5
89,1857.0
90,1415.0
91,2098.0
92,1626.0
93,1153.0
94,1890.0
95,1910.0
96,2200.0
97,1290.5
98,968.0
99,1873.0
100,1162.5
101,1838.0
102,2015.5
103,1739.5
104,1179.5
105,1392.5
106,1299.0
107,1120.0
108,978.0
109,1085.0
110,1563.0
111,516.0
112,2206.5
113,2273.5
114,2215.5
115,1603.0
116,842.5
117,1278.5
118,2226.0
119,1882.5
120,1532.0
121,2053.0
122,2052.0
123,1294.5
124,851.0
125,1036.0
126,2305.0
127,1271.0
128,1768.0
129,1732.5
130,5453.0
131,637.5
132,1651.0
133,1925.5
134,879.5
135,1202.0
136,1400.5
137,1302.5
138,1122.0
139,2311.0
140,867.0
141,990.5
142,906.5
143,1182.0
144,1239.0
145,693.0
146,1343.0
147,2715.0
148,1328.5
149,821.0
150,1368.0
151,622.0
152,1751.0
153,975.0
154,1213.0
155,1594.5
156,867.5
157,1513.5
158,1309.0
159,841.0
160,1016.0
161,719.5
162,1395.0
163,1518.0
164,1466.0
165,1722.0
166,2185.0
167,2266.5
168,1404.5
169,1068.0
170,1675.0
171,1435.0
172,1700.5
173,2579.0
174,670.0
175,1661.5
176,928.5
177,2110.5
178,1437.5
179,1896.0
180,1811.0
181,1378.0
182,2623.0
183,1275.0
184,1983.0
185,765.5
186,2016.0
187,1755.0
188,1036.0
189,2022.5
190,2110.0
191,2163.5
192,2294.5
193,1998.5
194,1460.5
195,799.5
196,1466.5
197,875.0
198,1098.0
199,1804.0
200,1500.0
201,1438.0
202,1420.0
203,1338.5
204,795.5
205,2431.0
206,1327.0
207,1367.5
208,2648.0
209,1759.0
210,983.0
211,1570.5
212,1073.5
213,1108.0
214,1468.0
215,1575.5
216,1429.0
217,1659.5
218,1551.0
219,1324.5
220,918.5
221,1615.0
222,1053.0
223,1350.0
224,1330.0
225,1504.0
226,1151.5
227,1359.0
228,1812.0
229,1778.0
230,985.0
231,971.5
232,1434.5
233,1719.0
234,1802.5
235,1662.0
236,2801.5
237,1239.0
238,1162.0
239,1101.5
240,2330.5
241,2095.5
242,1010.5
243,2827.5
244,831.0
245,1883.5
246,1147.5
247,1614.5
248,3043.0
249,820.0
250,976.5
251,2718.0
252,1545.5
253,1133.5
254,936.5
255,1590.5
256,5071.0
257,1281.5
258,1257.0
259,1610.0
260,1978.5
261,3716.5
262,2084.5
263,1164.0
264,1480.0
265,1042.5
266,1336.0
267,1495.0
268,1327.0
269,1723.5
270,1377.5
271,880.0
272,1113.0
273,1149.5
274,808.5
275,1615.0
276,1835.0
277,1888.5
278,1922.0
279,1055.0
280,1522.0
281,1083.5
282,1227.5
283,1598.0
284,1598.5
285,1484.0
286,1387.5
287,1344.5
288,1099.5
289,1006.0
290,894.0
291,1870.0
292,866.0
293,1254.5
294,1101.0
295,1318.5
296,1680.0
297,1116.5
298,1058.0
299,1506.5
300,1629.5
301,1359.0
302,1451.0
303,1408.5
304,1476.0
305,1521.0
306,1710.5
307,1898.0
308,1022.0
309,1596.5
310,1008.5
311,827.5
312,1152.5
313,1300.5
314,1102.5
315,788.5
316,782.0
317,1509.5
318,1487.0
319,2957.0
320,1140.0
321,1787.0
322,2088.5
323,867.5
324,1442.0
325,1803.0
326,1663.0
327,1054.0
328,1630.5
329,2532.0
330,1580.5
331,2025.5
332,1259.0
333,1594.5
334,2074.0
335,1143.5
336,1262.5
337,955.5
338,1505.0
339,1965.5
340,2006.0
341,1489.0
342,1004.5
343,1223.5
344,2033.5
345,1796.5
346,1052.0
347,894.5
348,1190.0
349,960.0
350,1084.5
351,2005.0
352,985.0
353,1248.5
354,782.0
355,1090.0
356,1269.0
357,989.5
358,1417.5
359,1549.0
360,1836.0
361,1396.0
362,1249.0
363,1812.5
364,1238.5
365,1704.5
366,1247.0
367,2259.5
368,931.0
369,1304.0
370,1207.0
371,1629.0
372,2217.0
373,1824.5
374,1518.5
375,1468.0
376,1833.5
377,2055.0
378,1369.0
379,860.5
380,1057.0
381,583.5
382,1622.5
383,1604.0
384,1780.0
385,2140.5
386,2036.0
387,1249.5
388,1325.0
389,1664.0
390,1757.5
391,1049.0
392,2119.5
393,1125.0
394,1169.0
395,1019.5
396,1183.0
397,1084.5
398,3768.5
399,1154.0
400,2137.0
401,1620.0
402,1564.0
403,1127.5
404,795.5
405,1622.0
406,1962.0
407,1365.0
